timestamp,open,high,low,close,volume
2023-06-26 04:00:00,121.98,121.98,120.92,121.0,19898
2023-06-26 05:00:00,121.06,121.25,121.06,121.2,1984
2023-06-26 06:00:00,121.06,121.17,121.05,121.05,794
2023-06-26 07:00:00,121.2,121.46,121.1,121.3,19663
2023-06-26 08:00:00,121.2517,122.84,121.14,121.71,71642
2023-06-26 09:00:00,121.72,122.58,121.19,122.465,2221347
2023-06-26 10:00:00,122.47,122.72,121.24,121.77,2030888
2023-06-26 11:00:00,121.77,121.81,120.68,121.14,1929014
2023-06-26 12:00:00,121.14,121.15,119.04,119.54,2435470
2023-06-26 13:00:00,119.56,119.7,119.18,119.295,1198488
2023-06-26 14:00:00,119.2903,119.75,119.14,119.6395,1315399
2023-06-26 15:00:00,119.64,119.905,118.99,119.1,3024243
2023-06-26 16:00:00,119.1,119.9182,119.03,119.13,3244660
2023-06-26 17:00:00,119.11,119.12,119.05,119.12,72743
2023-06-26 18:00:00,119.12,119.2,119.07,119.13,5310
2023-06-26 19:00:00,119.16,119.42,118.61,118.9,18951
2023-06-27 04:00:00,118.42,118.55,118.14,118.22,8638
2023-06-27 05:00:00,118.0,118.2,117.8,118.0,10513
2023-06-27 06:00:00,118.09,118.3,117.92,118.3,4619
2023-06-27 07:00:00,118.26,118.4,118.05,118.09,24772
2023-06-27 08:00:00,118.33,118.68,117.91,118.24,68394
2023-06-27 09:00:00,118.3099,118.3099,116.91,117.77,3063795
2023-06-27 10:00:00,117.76,118.5,117.12,118.39,2691584
2023-06-27 11:00:00,118.38,118.98,117.99,118.98,1897518
2023-06-27 12:00:00,118.97,119.23,118.71,118.94,1591626
2023-06-27 13:00:00,118.9468,119.49,118.77,119.49,1454604
2023-06-27 14:00:00,119.485,119.895,119.29,119.615,1439017
2023-06-27 15:00:00,119.62,119.85,118.65,119.01,5025111
2023-06-27 16:00:00,119.02,119.02,118.0,118.45,2810278
2023-06-27 17:00:00,118.46,118.5,118.26,118.45,9518
2023-06-27 18:00:00,118.48,118.88,118.48,118.6001,30974
2023-06-27 19:00:00,118.82,119.01,118.6,119.0,25462
2023-06-28 04:00:00,119.1,119.7,118.51,118.65,7413
2023-06-28 05:00:00,118.57,118.58,118.45,118.58,1618
2023-06-28 06:00:00,118.52,118.68,118.52,118.68,1531
2023-06-28 07:00:00,118.76,118.97,118.48,118.49,10173
2023-06-28 08:00:00,118.9,119.12,118.0,118.16,26702
2023-06-28 09:00:00,118.15,119.195,117.6,118.9,1980912
2023-06-28 10:00:00,118.9,121.075,118.56,120.7,2653178
2023-06-28 11:00:00,120.71,120.97,119.95,120.86,1616852
2023-06-28 12:00:00,120.86,121.27,120.06,120.26,1839241
2023-06-28 13:00:00,120.25,120.78,120.09,120.38,1058908
2023-06-28 14:00:00,120.375,120.89,120.3033,120.7499,1121737
2023-06-28 15:00:00,120.76,121.15,120.53,121.12,3212540
2023-06-28 16:00:00,121.13,121.5,120.94,121.31,1948008
2023-06-28 17:00:00,121.31,121.39,121.14,121.3567,4171
2023-06-28 18:00:00,121.38,121.5,121.36,121.5,3646
2023-06-28 19:00:00,121.5,121.5,121.22,121.29,9467
2023-06-29 04:00:00,121.0,121.0,120.22,120.5,8795
2023-06-29 05:00:00,120.5,121.29,120.34,121.25,5402
2023-06-29 06:00:00,121.19,121.6,120.98,121.43,4649
2023-06-29 07:00:00,121.5,121.56,121.12,121.28,14816
2023-06-29 08:00:00,121.45,121.8,120.38,120.66,42849
2023-06-29 09:00:00,120.59,120.91,119.72,120.0999,2448510
2023-06-29 10:00:00,120.1,120.31,119.21,119.4,2301729
2023-06-29 11:00:00,119.3983,120.52,119.37,120.45,1868210
2023-06-29 12:00:00,120.45,120.52,119.94,120.005,1227916
2023-06-29 13:00:00,120.0,120.3,119.8,119.81,999915
2023-06-29 14:00:00,119.82,119.93,119.54,119.86,1311765
2023-06-29 15:00:00,119.87,120.07,119.58,120.02,2522370
2023-06-29 16:00:00,120.03,120.04,119.91,120.0,1641636
2023-06-29 17:00:00,119.98,119.98,119.89,119.89,859
2023-06-29 18:00:00,119.92,120.06,119.9,120.0508,1579
2023-06-29 19:00:00,120.05,120.5,119.98,119.98,4401
2023-06-30 05:00:00,120.48,120.57,120.48,120.54,1759
2023-06-30 06:00:00,120.55,120.6,120.55,120.6,380
2023-06-30 07:00:00,120.6,120.72,120.51,120.55,3063
2023-06-30 08:00:00,120.7,121.66,120.12,121.1199,61688
2023-06-30 09:00:00,121.12,121.97,120.86,121.368,2542381
2023-06-30 10:00:00,121.39,122.03,121.325,121.49,2742787
2023-06-30 11:00:00,121.49,121.77,121.18,121.41,1527153
2023-06-30 12:00:00,121.415,121.69,121.27,121.67,1212495
2023-06-30 13:00:00,121.69,121.6907,121.27,121.39,1375545
2023-06-30 14:00:00,121.39,121.52,121.14,121.345,1376438
2023-06-30 15:00:00,121.35,121.42,120.88,120.92,3679687
2023-06-30 16:00:00,120.91,121.1,120.66,120.86,4543418
2023-06-30 17:00:00,120.83,120.93,120.77,120.8,5538
2023-06-30 18:00:00,120.85,120.91,120.71,120.73,1271
2023-06-30 19:00:00,120.9,120.92,120.88,120.9,2022
2023-07-03 04:00:00,121.01,121.08,120.77,120.92,5803
2023-07-03 05:00:00,120.9,120.93,120.84,120.9,1455
2023-07-03 06:00:00,120.79,121.07,120.43,121.07,4201
2023-07-03 07:00:00,120.96,120.97,120.6,120.6,9514
2023-07-03 08:00:00,120.99,121.33,120.5074,120.69,25118
2023-07-03 09:00:00,120.74,120.95,119.76,120.82,3016364
2023-07-03 10:00:00,120.84,121.02,119.82,119.8499,2302454
2023-07-03 11:00:00,119.85,120.43,119.705,120.25,1485103
2023-07-03 12:00:00,120.25,120.65,120.05,120.6,2269679
2023-07-03 13:00:00,120.6,120.7,120.32,120.55,1461275
2023-07-03 14:00:00,120.33,120.56,120.3,120.44,4667
2023-07-03 15:00:00,120.3,120.43,120.24,120.34,4621
2023-07-03 16:00:00,120.39,120.4,120.39,120.4,978
2023-07-05 04:00:00,120.2,120.43,120.14,120.22,1789
2023-07-05 05:00:00,120.09,120.09,119.96,119.98,1364
2023-07-05 06:00:00,119.98,120.14,119.98,120.14,1580
2023-07-05 07:00:00,120.07,120.17,119.91,119.91,6263
2023-07-05 08:00:00,120.14,120.56,119.82,119.94,32436
2023-07-05 09:00:00,119.91,122.6,119.9,122.19,2840057
2023-07-05 10:00:00,122.19,123.37,122.0801,122.805,2690660
2023-07-05 11:00:00,122.795,122.9143,122.51,122.65,1387897
2023-07-05 12:00:00,122.65,122.84,122.42,122.72,1139877
2023-07-05 13:00:00,122.725,123.0487,122.68,122.95,987150
2023-07-05 14:00:00,122.95,123.12,122.33,122.93,1278201
2023-07-05 15:00:00,122.93,122.975,122.59,122.64,2115532
2023-07-05 16:00:00,122.63,122.88,122.5,122.65,1735410
2023-07-05 17:00:00,122.66,122.74,122.6,122.66,9764
2023-07-05 18:00:00,122.68,122.73,122.6303,122.66,2855
2023-07-05 19:00:00,122.71,122.96,122.65,122.7,4428
2023-07-06 04:00:00,122.31,122.65,121.65,121.68,5980
2023-07-06 05:00:00,121.68,121.9,121.66,121.79,3194
2023-07-06 06:00:00,121.79,121.79,121.38,121.4,17677
2023-07-06 07:00:00,121.67,121.89,121.32,121.7,29271
2023-07-06 08:00:00,121.5,122.05,120.28,120.73,134139
2023-07-06 09:00:00,120.75,120.92,119.91,120.3,2533337
